Name,TID,TicketsInWinGamesDraw,TicketsInCollabDraw,TicketsInPresentDraw,Rarity,IsRarityOfferContainer,GroupType,ShuffleRandomizeRewards,CustomRewards,IsOverchargeDraw,IsRankedDraw,CollabId,MultiDropCount,DropCountRates,SplitCount0Tickets,SplitCount1Tickets,SplitCount2Tickets,SplitCount3Tickets,PremiumDrawCountForMultiDrops,SCW,VisualType,TransitionExportName,SCFilename,TargetClip,SlashesNeeded,SlashClawEffect,SlashClawShadow,SlashClawCount,SoundSlash,CustomBgExportName,BackgroundFrameLabel,ChargeProgressClip,HoldChargeEffect,TouchEffectFilename,TouchEffectExportName,TapEffectClip1,TapEffectClip2,TapEffectClip3,TapEffectClipBg,UpgradeEffectClip,UpgradeEffectClipBg,FinalContainerEffectClip,FinalContainerEffectClipBg,OpeningEffectClip,OpeningEffectClipBg,RewardsLeftIcon,OpeningInstruction,Intro3DAnimStart,Intro3DAnimEnd,Idle3DAnimStart,Idle3DAnimEnd,Miss3DAnimStart,Miss3DAnimEnd,Upgrade3DAnimStart,Upgrade3DAnimEnd,Open3DAnimStart,Open3DAnimEnd,SoundAppear,SoundCharge,SoundMiss,SoundUpgrade,SoundReadyToOpen,SoundReadyToOpen2,SoundOpen,FaceFileName,FaceIdleExportName,FaceUpgradeExportName,FaceOpenExportName,SoloOfferDefaultBgFrameName,SoloOfferDefaultTitleTID,RarityFrameLabel,AnimationSCW,PiggyTap1,PiggyTap2,PiggyTap3,PiggyTap4,PiggyTapBackground1,PiggyTapBackground2,PiggyTapBackground3,PiggyTapBackground4,PiggyTapBackgroundFinal,PiggyTapBackgroundFinalBg,CustomAnimationNames,CustomAnimationStartFrames,CustomAnimationEndFrames,DescriptionExportName,GachaSummaryExportNameOverride,SeasonBox,SeasonBoxLevel,TextLinePrefix,TextLineVOPrefix
FuryBrawlerBox,TID_BRAWLER_BOX_FURY,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/fury_brawlerbox_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_brawler_ziggy_appear,no_rarity,,,,,,,,,,,,,brawlerbox_vfx_open,,gacha_random_reward_icon,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,UI_Meta_Star_Tap_Explode,characters.sc,starr_01_idle,starr_01_change,starr_01_final,fury,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_fury_brawler_box,TRUE,,,
PumpkinBox,TID_SHOP_OFFER_TITLE_74,,,,,,TRICK_BOX,TRUE,TRUE,,,11,10,,,,,,,sc3d/deader_box_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_trickbox_appear,no_rarity,,,,,,,,,,,,,pumpkinbox_vfx_open,,gacha_random_reward_icon,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
DeadBox,,,,,,,,TRUE,TRUE,,,12,10,,,,,,,sc3d/zombie_megabox_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_zombiebox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,UI_Meta_Star_Tap_Explode,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
RareSplittingStar,,,,,4,TRUE,SPLITTING_STAR,TRUE,TRUE,TRUE,,,,CookingGachaDropCounts,,,,,,sc3d/bbox_12.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,UI_Meta_Star_Mythic_VO,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,TID_SHOP_GATCHA_BOX_1,no_rarity,,,,,,,,,,,,,,,gacha_splitting_star_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
SuperRareSplittingStar,,,,,4,TRUE,SPLITTING_STAR,TRUE,TRUE,TRUE,,,,CookingGachaDropCounts,,,,,,sc3d/bbox_12.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,UI_Meta_Star_Mythic_VO,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,TID_SHOP_GATCHA_BOX_1,no_rarity,,,,,,,,,,,,,,,gacha_splitting_star_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
EpicSplittingStar,,,,,4,TRUE,SPLITTING_STAR,TRUE,TRUE,TRUE,,,,CookingGachaDropCounts,,,,,,sc3d/bbox_12.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,UI_Meta_Star_Mythic_VO,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,TID_SHOP_GATCHA_BOX_1,no_rarity,,,,,,,,,,,,,,,gacha_splitting_star_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
MythicSplittingStar,,,,,4,TRUE,SPLITTING_STAR,TRUE,TRUE,TRUE,,,,CookingGachaDropCounts,,,,,,sc3d/bbox_12.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,UI_Meta_Star_Mythic_VO,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,TID_SHOP_GATCHA_BOX_1,no_rarity,,,,,,,,,,,,,,,gacha_splitting_star_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
LegendarySplittingStar,,,,,4,TRUE,SPLITTING_STAR,TRUE,TRUE,TRUE,,,,CookingGachaDropCounts,,,,,,sc3d/bbox_12.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,UI_Meta_Star_Mythic_VO,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,TID_SHOP_GATCHA_BOX_1,no_rarity,,,,,,,,,,,,,,,gacha_splitting_star_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
UltraSplittingStar,,,,,4,TRUE,SPLITTING_STAR,TRUE,TRUE,TRUE,,,,CookingGachaDropCounts,,,,,,sc3d/bbox_13.scw,CHEST,gacha_yellowflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,UI_Meta_Star_Mythic_VO,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,TID_SHOP_GATCHA_BOX_1,no_rarity,,,,,,,,,,,,,,,gacha_splitting_star_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
DaredevilBrawlerBox,TID_BRAWLER_BOX_DAREDEVIL,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_gigi_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_brawler_gigi_appear,no_rarity,,,,,,,,,,,,,brawlerbox_vfx_open,,gacha_random_reward_icon,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,UI_Meta_Star_Tap_Explode,,,,,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_daredevil_brawler_box,TRUE,,,
MechBox,TID_SHOP_MECHBOX,,,,,,MECH_BOX,TRUE,TRUE,,,14,10,,,,,,,sc3d/mecha_box_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_mechabox_appear,no_rarity,,,,,,,,,,,,,mechbox_vfx_open,,gacha_random_reward_icon,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Mecha_Box_Open_SFX,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
PierceBox,,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_pierce_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_brawler_pierce_appear,no_rarity,,,,,,,,,,,,,brawlerbox_vfx_open,,gacha_random_reward_icon,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,,,,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_pierce_brawler_box,TRUE,,,
GlowbertBox,,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_glowbert_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_brawler_glowbert_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,0,49,50,199,199,199,199,199,200,260,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,,,,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_glowbert_brawler_box,TRUE,,,
ChocolateBox,TID_SHOP_OFFER_TITLE_84,,,,,,CHOCOLATE_BOX,TRUE,TRUE,,,15,6,,,,,,,sc3d/chocolate_box_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_chocolatebox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,characters.sc,starr_01_idle,starr_01_change,starr_01_final,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
ShadowdemonBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_sirius_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_brawler_sirius_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,,,,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_shadowdemon_brawler_box,TRUE,,,
RedirecterBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_najia_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_brawler_najia_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,,,,offer_boxes,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_redirecter_brawler_box,TRUE,,,
AnimeStar,TID_SHOP_OFFER_TITLE_86,,,,,,ANIME_STAR,TRUE,TRUE,,,16,,CookingGachaDropCounts,,,,,,sc3d/starr_nova_reward.glb,CHARGING,,,,,,,,,collab_bg_gacha_starr_nova,no_rarity,collab_starr_nova_gacha_radial_progress,,sc/gacha.sc,magicgirl_spark,gacha_vfx_tap,,,,,,gacha_vfx_superrare,gacha_vfx_superrare_bg,gacha_vfx_open,gacha_vfx_open_bg,gacha_random_reward_icon,collab_starr_nova_gacha_opening_hint,0,25,25,29,0,0,0,0,26,60,Anime_Starr_Appear,Anime_Starr_Seq,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_rare,Anime_Starr_Open,characters.sc,Nova_starr_01_idle,Nova_starr_01_charge,Nova_starr_01_final,offer_rarity_super_rare,TID_SHOP_STARR_DROP_SUPER_RARE,super_rare,,,,,,,,,,,,,,,collab_starr_nova_random_reward_opening_description_screen_hud_bottom,gatcha_summary,TRUE,,,
GladiatorBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/megabox_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_redirecter_brawler_box,TRUE,,,
MagicalGirlBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_11.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_redirecter_brawler_box,TRUE,,,
RockBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/bbox_11.scw,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,starr_01_idle,starr_01_change,starr_01_final,offer_rarity_mythic,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_redirecter_brawler_box,TRUE,,,
NanoDrop,,,,,,,COOKING,TRUE,,,,17,,,,,,,,,CHOOSE,,sc/gacha.sc,gacha_noodle_random_reward_opening,,,,,,,no_rarity,,,,,,,,,,,,,gacha_noodles_open_anim,gacha_vfx_open_bg,,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,UI_Meta_Star_Tap_Explode,,,,,,,no_rarity,,,,,,,,,,,,,,,,,,,TID_NANOCHEF_,nanochef_
WindDrop,,,,,,,COOKING,TRUE,TRUE,,,18,,CookingGachaDropCounts,,,,,,,CHOOSE,,sc/gacha.sc,gacha_wind_random_reward_opening,,,,,,,no_rarity,,,,,,,,,,,,,gacha_wind_open_anim,gacha_vfx_open_bg,,,,,,,,,,,,,,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,UI_Meta_Star_Tap_Explode,,,,,,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary,,,TID_WINDCHEF_,windchef_
CommunityDrop1,,,,,,,COMMUNITY,TRUE,TRUE,,,,,,,,,,,,NOT_SHOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
CommunityDrop2,,,,,,,COMMUNITY,TRUE,TRUE,,,,,,,,,,,,NOT_SHOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
CommunityDrop3,,,,,,,COMMUNITY,TRUE,TRUE,,,,,,,,,,,,NOT_SHOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gatcha_summary,TRUE,,,
KatanaKidBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/megabox_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,,,,katanakid,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_daredevil_brawler_box,TRUE,,,
FutureGirlBox,TID_SHOP_OFFER_TITLE_71,,,,,,BRAWLER_BOX,TRUE,TRUE,,,,8,,,,,,,sc3d/megabox_geo.glb,CHEST,gacha_whiteflash,,,,,,,,gatcha_screen_lootbox_appear,no_rarity,,,,,,,,,,,,,,,gacha_random_reward_icon,,,,,,,,,,,,Roll,,UI_Meta_Star_Tap_No_Upgrade,UI_Meta_Star_Tap_Upgrade,,Reveal_epic,Demonic_Spawn_Item,,,,,futuregirl,,no_rarity,,,,,,,,,,,,,,,,gatcha_summary_daredevil_brawler_box,TRUE,,,
